0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.702999115999999646e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 6.704210276498251408e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 1.286447026064193276e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 5.565169834753699342e-03 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 3.028199999999999781e-01
0.000000000000000000e+00 9.099999999999999201e-01 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 6.158675082909985665e-01 3.028199999999999781e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 1.160884144676792851e-01
0.000000000000000000e+00 2.286773412930156457e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.565169834753699342e-03 2.973756417161797089e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 3.715589154921916659e-01 1.502994118813192337e-01 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.765197904426946796e-01 3.716117647159823401e-01 9.999999999968618436e-01 3.685838475280676096e-01
4.377356914312826447e-02 2.357433603129139854e-01 6.179904027940910094e-01 2.128518574715568268e-01
1.229064697901650349e-01 1.454471488753620312e-01 3.740105252921602230e-01 9.181652973179658950e-02
1.286447026064193276e-02 7.475756864216710762e-02 2.039370142156795573e-01 9.111578707499701571e-03
0.000000000000000000e+00 2.927668609205868674e-02 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.849701394148079714e-01 2.360195538001459981e-01 3.818998343497944092e-01 6.179999991940962056e-01
1.000000000000000000e+00 3.819239999771025795e-01 3.819239788542949099e-01 3.819235539275457336e-01
6.179999990549861488e-01 2.360290317910009317e-01 6.179999999999999938e-01 2.360290319999967801e-01
3.818597272289888100e-01 1.458658877386912189e-01 3.819240000000000412e-01 1.456591693577457824e-01
1.564279239186790460e-01 9.014499241010462405e-02 2.360275337756679859e-01 7.595931411077842810e-02
8.852440401291203353e-02 5.565085498452378154e-02 1.396406531287331665e-01 3.204849857357837395e-02
7.008906698076692449e-03 2.343246115175920061e-02 7.005605178498183760e-02 9.111578707499701571e-03
0.000000000000000000e+00 0.000000000000000000e+00 2.106236409500624601e-02 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
3.817992673301104367e-01 1.458180171682743331e-01 2.360027430425553907e-01 3.819239999971026922e-01
6.179999999999999938e-01 2.360289956295260061e-01 2.360287570870585605e-01 2.360290196769962434e-01
3.819240000000000412e-01 1.458657076223180971e-01 3.819239067346111849e-01 1.458659417686068993e-01
2.360290319999398534e-01 9.014514714381816063e-02 2.360290320000000275e-01 9.014515201755307627e-02
1.458262537156144178e-01 5.570952210650761266e-02 1.458659417760000132e-01 5.570968594637631943e-02
7.667015844953990744e-02 3.439809097875575622e-02 9.014515201750929185e-02 3.412711062728743944e-02
2.295797686355681086e-02 2.092895197523598344e-02 5.564864504284494640e-02 8.570362171143142832e-03
0.000000000000000000e+00 9.793970850006372946e-04 2.872269759655597318e-02 1.985286161696338237e-04
0.000000000000000000e+00 3.104508058882831734e-04 4.589195935497777023e-04 0.000000000000000000e+00
2.360290224759297173e-01 1.457957709927598655e-01 1.458192269913916872e-01 2.151589922175562997e-01
3.819239999999962665e-01 2.359896472587277305e-01 1.458627061547758119e-01 1.453438218385166014e-01
2.341171669554580892e-01 1.429881687442519089e-01 2.360290319998054887e-01 9.014514982797665332e-02
1.458659417760000132e-01 9.014515193888064659e-02 1.458659417615792708e-01 5.570968244847737671e-02
9.014515201246420251e-02 5.570970394639521150e-02 9.014515201756800877e-02 3.442859584521963667e-02
5.570970385240029549e-02 3.440160599229244442e-02 5.570888023923319110e-02 2.127047927591758231e-02
3.204247275920119736e-02 1.990057959617601638e-02 3.442713453274613700e-02 3.870249044525755130e-03
4.256587287814558472e-04 9.329312243522148822e-04 1.420797432040909331e-02 3.194718639067331968e-04
1.383256700317115251e-04 0.000000000000000000e+00 9.329312243522148822e-04 3.194718639067331968e-04
